,env_delta,env_max,env_mean,env_std,time
0,17.0571356419,-27.0154640635,-38.2035802244,3.23396631072,2.32199546485
1,10.3539167302,-33.7186829751,-41.5931946717,2.97521851286,12.1150113379
2,11.8371410465,-32.2354586588,-42.6071102903,2.70652273487,20.4916099773
3,13.7810474662,-30.2915522392,-41.2559875667,2.79053147885,26.7726077098
4,20.1609665972,-23.9116331082,-40.5245340873,4.83832524441,33.744399093
5,19.4341508928,-24.6384488126,-41.8229401695,3.2863935863,41.1167346939
6,18.2469934074,-25.825606298,-40.7873186584,4.07090788243,47.1887528345
7,17.7356839744,-26.3369157309,-41.1503313141,4.23492237812,53.0692063492
8,15.3215175457,-28.7510821597,-40.1999865983,3.92084395457,58.8509750567
9,12.1887024328,-31.8838972726,-41.2810906567,2.83755566729,64.1625396825
