,env_delta,env_max,env_mean,env_std,time
0,19.2553911458,-21.9387106609,-27.2733504036,4.46116411527,2.75156462585
1,18.3303313885,-22.8637704182,-28.7107629078,4.22144743127,9.10222222222
2,17.006757909,-24.1873438976,-28.3418389236,3.23644962582,15.36
3,17.2483141403,-23.9457876664,-28.8311824629,4.02015849128,21.6700226757
4,15.7541311578,-25.4399706489,-29.0070156107,3.51485512367,28.3283446712
5,11.852969434,-29.3411323727,-32.217725027,2.57681844833,35.0679365079
6,17.8439224086,-23.3501793981,-27.6664132965,3.67737581275,42.7943764172
7,19.8613773319,-21.3327244748,-25.9762132264,4.13386304177,49.7603628118
8,17.412968106,-23.7811337006,-26.6596959159,2.75076710001,56.0529705215
9,16.6913025339,-24.5027992728,-28.858901719,4.16359881806,63.1698866213
10,14.1895700306,-27.0045317761,-30.0417401863,2.80722084969,70.1823129252
11,16.8051679089,-24.3889338978,-27.9105624399,3.96132156423,76.6200453515
