,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,4.776333322177074,-39.84838177976609,-44.28994619293541,0.7844391129100574,13.03219954648526
1,1.0,4.011353655901829,-40.613361446041345,-44.183120230036224,0.7246905583763981,34.76607709750567
2,2.0,5.8442693152859775,-38.78044578665718,-43.8103412485189,1.1182100742822487,48.616780045351476
3,3.0,16.712730850413664,-27.911984251529503,-40.74557058266494,3.820351364831392,55.26929705215419
4,4.0,11.60178467039227,-33.0229304315509,-42.67315819606083,2.972211282644292,61.5502947845805
5,5.0,11.979992541914365,-32.644722560028804,-42.969109837016894,2.176437154950273,68.44081632653061
6,6.0,3.426585568685482,-41.19812953325769,-44.372686111866884,0.6441045842039168,74.1645351473923
7,7.0,9.690985384712008,-34.93372971723116,-43.544149386220525,1.5026360327967432,80.35845804988662
8,,,,,,2.699144173798551
9,,,,,,19.737491770901908
10,,,,,,26.485352205398282
11,,,,,,43.017610269914414
