,env_delta,env_max,env_mean,env_std,time
0,22.7618619555,-20.8340744012,-34.6776784349,4.47875402533,2.83283446712
1,14.4056299082,-29.1903064484,-41.1801579704,3.51880873194,15.1452154195
2,16.9340468394,-26.6618895172,-38.6396597049,4.47027971866,23.4927891156
3,20.397188489,-23.1987478676,-39.0672082918,4.95815346011,31.1437641723
4,27.1217880964,-16.4741482602,-36.5692596194,6.19296791324,39.1314285714
5,23.9700297622,-19.6259065944,-37.7662995851,4.41502425272,46.0335600907
6,23.7559541236,-19.839982233,-35.7656837549,6.16301981659,53.4581405896
7,30.5674959075,-13.0284404491,-38.9813387373,7.38377730913,59.2224943311
8,21.7449061976,-21.851030159,-39.1124299852,6.11743056394,65.6718367347
9,22.0018389488,-21.5940974079,-34.9226216414,5.30652995519,71.1575510204
