,env_delta,env_max,env_mean,env_std,time
0,7.22198493959,-34.3090546651,-37.0434904198,1.92548622221,2.38585034014
1,4.79636440453,-36.7346752002,-38.7142066484,1.6442739848,11.7841269841
2,4.85143536048,-36.6796042443,-38.2385284953,1.69622198564,21.2114285714
3,6.25599621964,-35.2750433851,-37.5143896737,2.25806720374,30.3600907029
4,5.08595687269,-36.445082732,-38.6130492531,1.90691569637,40.478185941
5,4.23090496535,-37.3001346394,-39.4313530773,1.51839831929,50.5672562358
6,7.06174832985,-34.4692912749,-37.5044869558,2.39497152635,60.2499773243
7,6.90981765204,-34.6212219527,-37.7486589633,2.05956911589,69.1954648526
8,6.47765440291,-35.0533852018,-37.3961961129,1.43324862007,78.5763265306
9,7.15516998796,-34.3758696168,-36.4482920872,2.12166121899,89.3968253968
