,env_delta,env_max,env_mean,env_std,time
0,6.15088630054,-31.6756460748,-34.5623385036,2.31589999971,6.93696145125
1,6.15924406622,-31.6672883091,-33.3845151434,2.57626677717,9.54340136054
2,9.15973591678,-28.6667964585,-31.816749013,1.37499560542,12.0685714286
3,3.45576916289,-34.3707632124,-36.332598342,1.68108897462,15.0523356009
4,4.7547180244,-33.0718143509,-35.1601836655,3.05188350026,17.9083900227
5,5.51109740521,-32.3154349701,-34.1065221298,3.02275745561,20.6889795918
6,6.85861770542,-30.9679146699,-32.0998019583,1.33690490284,23.4753741497
7,5.97324401518,-31.8532883601,-34.9973331301,4.05358369624,26.1572789116
8,11.5080402981,-26.3184920773,-27.6354994354,0.495181990656,28.9204535147
9,12.3549042222,-25.4716281532,-27.2774912744,0.832646310464,31.4862585034
