,env_delta,env_max,env_mean,env_std,time
0,9.71137317558,-27.0980133966,-30.5072715108,1.33875483914,0.644353741497
1,11.9372203374,-24.8721662348,-27.8026623901,2.29989657047,3.81387755102
2,9.19219552084,-27.6171910514,-30.399119522,1.14149971874,9.88009070295
3,6.37510492166,-30.4342816506,-32.6330993237,3.3114077022,12.9044897959
4,6.10454371147,-30.7048428608,-32.832356856,2.24753424815,15.6444444444
5,7.0971125525,-29.7122740197,-31.8982294033,1.61596739235,18.6049886621
6,8.45794829877,-28.3514382735,-31.4873087422,3.63245272113,21.733877551
7,11.5201315389,-25.2892550333,-28.5231236996,2.9767825418,24.8221315193
8,9.6952752911,-27.1141112811,-30.0011000355,2.00106641814,27.5678911565
9,12.9283315033,-23.8810550689,-28.5732526623,3.04063985312,30.4936054422
10,7.68854047656,-29.1208460957,-32.4568986002,3.75429791288,33.2858049887
