,env_delta,env_max,env_mean,env_std,time
0,4.56375939503,-33.6646183437,-36.2791744376,1.60175894184,4.41179138322
1,5.04763352554,-33.1807442132,-37.1227395171,2.63390014291,7.32589569161
2,3.2253272098,-35.0030505289,-37.0821369088,0.893301988353,10.4257596372
3,3.66782338571,-34.560554353,-36.2332139669,1.26287522591,13.7171882086
4,3.75326394086,-34.4751137979,-35.5434860057,0.470961629171,16.9679818594
5,5.28956726012,-32.9388104786,-34.9186251199,1.77339033638,20.7470294785
6,5.30170584589,-32.9266718928,-34.5156112242,0.697691979565,24.0616780045
7,6.49224191504,-31.7361358237,-33.277629445,1.17457292448,27.5156462585
8,9.19569253432,-29.0326852044,-31.0454019089,1.1140887022,30.7664399093
9,9.57336786421,-28.6550098745,-30.7929173825,0.734152706767,33.9998185941
10,10.4100366948,-27.8183410439,-29.5659679041,0.912021219911,37.1693424036
11,12.7257700465,-25.5026076923,-27.2892041857,1.28456324998,40.4491609977
