,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,19.779773957712198,-22.54204864832814,-28.989999809137238,4.5811321102041935,3.465578231292517
1,1,11.094331996687997,-31.22749060935235,-34.175114294938425,2.4569474926346584,14.63437641723356
2,2,13.280744251284965,-29.041078354755374,-32.78514110601473,2.7433496237877946,23.951383219954646
3,3,13.816587759527335,-28.505234846513012,-31.83629379061358,2.9042912408119035,32.61823129251702
4,4,17.01764938962107,-25.304173216419283,-29.874980418598195,3.1184707946699084,39.89768707482993
5,5,20.526942822962027,-21.79487978307832,-26.04542098654232,3.673831635767165,47.496417233560095
6,6,18.34427441570181,-23.97754819033853,-27.30117204861491,3.4952189548858397,55.44344671201814
7,7,16.127064421896122,-26.19475818414422,-30.51300628121951,3.5142241040282145,63.05378684807257
8,8,17.148234855376614,-25.173587750663728,-29.412811714053888,3.241691714626404,70.10104308390022
9,9,17.003041600242547,-25.318781005797803,-29.418517986261765,2.960505998857633,77.51981859410431
