,env_delta,env_max,env_mean,env_std,time
0,12.6822769433,-31.2690509934,-39.6761574606,3.49057679398,2.04916099773
1,12.2651619279,-31.6861660088,-40.4679733637,2.54462447917,8.09215419501
2,17.7921377798,-26.1591901569,-39.8766156288,4.4874662531,14.3963718821
3,14.0600470107,-29.891280926,-42.2322927546,2.72286539077,20.8805442177
4,15.4859419279,-28.4653860089,-40.4594465492,3.38028306699,27.2253968254
5,13.143615937,-30.8077119997,-38.4708233999,2.4861463017,32.6588662132
6,15.8789092855,-28.0724186513,-38.7581849339,3.19714739285,36.6701133787
7,5.83987115384,-38.1114567829,-42.8607855764,1.59511756326,43.0033560091
8,15.2301835825,-28.7211443543,-42.5751538017,3.82934232217,48.692244898
9,14.6309206736,-29.3204072631,-42.5125254992,3.76980815182,53.7541950113
10,7.52724105083,-36.4240868859,-43.5011183209,1.86865085257,58.6536054422
11,10.7263625654,-33.2249653714,-44.073307505,1.98477118968,63.5297959184
