,env_delta,env_max,env_mean,env_std,time
0,9.874655674,-32.2629765589,-40.8977362689,2.58602761406,0.150929705215
1,11.6743834942,-30.4632487386,-42.1850227338,2.30130484373,11.1223582766
2,14.672340927,-27.4652913058,-34.9000656148,2.27291537321,22.8426303855
3,10.6409449602,-31.4966872726,-41.7654551446,2.15450961134,24.8743764172
4,19.469143782,-22.6684884509,-34.0589960594,4.56161196434,34.0926984127
5,8.95105966416,-33.1865725687,-42.3130414467,1.83308604798,35.3291609977
6,19.5334324865,-22.6041997464,-35.2940193877,4.48417485743,45.8071655329
7,21.5687055489,-20.568926684,-36.2684634285,6.88701570565,56.2619501134
8,21.9160499913,-20.2215822415,-35.3056640863,4.29603160934,64.1219047619
9,3.38497239818,-38.7526598347,-43.3715853004,0.967052485466,65.8750113379
10,19.8116448982,-22.3259873347,-34.4143516695,3.93265037911,73.3576417234
11,15.1222423565,-27.0153898763,-37.8818905943,3.69700882363,74.3560997732
