,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0,4.89703164723,-36.6717317875,-38.9108926842,1.29662323694,2.10721088435
1,1,3.55034656108,-38.0184168736,-39.7165701625,1.0598745983,6.40870748299
2,2,2.97970280868,-38.5890606261,-39.7748429371,0.636451505157,10.6637641723
3,3,2.76213069279,-38.8066327419,-39.7825640341,0.590532455062,15.0058956916
4,4,4.20196234588,-37.3668010888,-38.2957463025,0.887430008639,19.2899773243
5,5,6.21263755185,-35.3561258829,-36.3804778764,1.09386815272,23.6146938776
6,6,5.95346628644,-35.6152971483,-36.8730350834,1.40116764358,27.9800453515
7,7,5.95366686464,-35.6150965701,-36.7596592889,0.871633042956,32.2583219955
8,8,5.7648845937,-35.803878841,-36.8195587608,1.36910293628,36.5017687075
9,9,5.62106836827,-35.9476950665,-36.6175857061,0.923003602,40.942585034
10,10,6.05657617791,-35.5121872568,-36.5160228279,0.977630897167,45.3137414966
11,11,6.94871291568,-34.6200505191,-35.6452513697,0.864170929427,49.3656235828
