,env_delta,env_max,env_mean,env_std,time
0,21.2212716724,-22.597978843,-37.8546053223,4.98500109357,2.42648526077
1,18.2814648066,-25.5377857088,-36.9742285182,4.36347533501,8.39401360544
2,24.1379625635,-19.6812879519,-39.1555771526,6.67034299198,15.0058956916
3,15.3987185961,-28.4205319193,-42.9770325158,2.55373577429,21.3159183673
4,16.0116077884,-27.807642727,-42.9519986885,3.59553852349,27.3414965986
5,20.2012025114,-23.618048004,-40.8125874993,5.47007174017,33.245170068
6,25.5951787104,-18.224071805,-38.5278936289,7.22640270373,41.1631746032
7,22.263006608,-21.5562439074,-39.1793200463,6.88361424807,47.0726530612
8,21.3159768533,-22.5032736621,-40.6225520913,5.45402062108,52.5873922902
9,22.3574870823,-21.4617634331,-40.8782334714,4.79631510339,57.4287528345
10,24.2477302062,-19.5715203092,-40.1918110008,7.10260716061,63.4659410431
11,25.4161341593,-18.4031163561,-42.307374065,4.69034623861,68.9226303855
