,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0.0,11.6355429656,-32.7953605957,-42.9547028511,2.07501611699,1.57315192744
1,1,1.0,6.72727729353,-37.7036262677,-43.7142798111,1.45073369132,5.72371882086
2,2,2.0,6.35014655034,-38.0807570109,-44.093408129,1.07789778901,12.765170068
3,3,3.0,4.36181458595,-40.0690889753,-44.2482626646,0.774966878025,18.9939229025
4,4,4.0,9.38081142351,-35.0500921378,-43.466530924,1.82689672849,22.0531519274
5,5,5.0,3.80124418647,-40.6296593748,-44.1899161491,0.68951223527,25.6116099773
6,6,6.0,7.35609550188,-37.0748080594,-44.2414615682,1.27416261381,28.6824489796
7,7,7.0,5.48654637979,-38.9443571815,-44.1762187173,1.01853149062,31.5733333333
8,8,,,,,,15.9460008615
9,9,,,,,,9.21593966141
