,env_delta,env_max,env_mean,env_std,time
0,10.0206138742,-23.6885106303,-24.4175504221,0.740112837776,2.4380952381
1,9.39338614987,-24.3157383546,-24.8363697441,0.221378172185,10.634739229
2,10.3206275871,-23.3884969173,-24.0814248276,0.602856279037,19.0403628118
3,13.5915956432,-20.1175288612,-21.1675019894,0.362486939977,27.7246258503
4,13.7717876988,-19.9373368057,-20.7557130689,0.568116936797,35.9444897959
5,15.1752474837,-18.5338770208,-18.9269899077,0.156659295107,44.5707029478
6,15.1278912864,-18.5812332181,-19.4385092563,0.70458510462,52.6222222222
7,16.4205889484,-17.2885355561,-18.4779098529,0.935124751704,60.546031746
8,14.287896458,-19.4212280464,-20.55673572,1.30613876752,68.5220861678
9,11.8082611524,-21.9008633521,-22.5405651124,0.289716934355,76.5794104308
10,14.8660423209,-18.8430821835,-20.1145550214,0.483521674805,83.8878911565
11,16.9073301664,-16.8017943381,-17.7389445539,1.29334465473,91.3124716553
