,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,0.0,8.21153657541,-36.0013369166,-42.0466219297,1.58265799936,2.24653061224
1,1,1.0,12.0178465097,-32.1950269823,-39.4831870095,2.46353307067,7.8483446712
2,2,2.0,5.33022021432,-38.8826532777,-42.9574700932,0.931160691626,13.0902494331
3,3,3.0,8.63801138995,-35.5748621021,-42.3780960211,1.65499542943,17.130521542
4,4,4.0,9.22390063723,-34.9889728548,-43.8913864502,1.46176945179,22.5639909297
5,5,5.0,11.1828978038,-33.0299756882,-40.7175308927,2.46274579341,26.3082086168
6,6,6.0,8.53545390508,-35.6774195869,-42.0832314987,1.90743029648,30.9115646259
7,7,7.0,12.8438586268,-31.3690148652,-41.0622759071,2.96924223587,35.6716553288
8,8,8.0,9.95762154192,-34.2552519501,-42.8107649763,2.56560194541,40.2401814059
9,9,9.0,9.45457044392,-34.7583030481,-42.4652443755,2.73989961132,44.6519727891
10,10,10.0,2.8411073267,-41.3717661653,-44.504342067,0.630534093779,48.8547845805
11,11,,,,,,53.0188314274
