,env_delta,env_max,env_mean,env_std,time
0,13.1207155018,-21.5560352682,-22.8525060848,1.31580228564,2.39746031746
1,14.4915109673,-20.1852398027,-21.0710546878,1.14375884622,7.30848072562
2,17.1861546793,-17.4905960907,-17.9887877047,0.511688111331,12.3065759637
3,18.3815641792,-16.2951865909,-17.4761270358,0.967699917098,17.2756462585
4,16.6911748414,-17.9855759286,-18.9435414208,0.312109208512,22.3259863946
5,19.9463176366,-14.7304331334,-16.0293599208,0.574775497178,27.3066666667
6,17.8387665702,-16.8379841999,-17.6982764715,0.471036102852,32.1944671202
7,19.5278352612,-15.1489155088,-15.9406503112,0.442627730943,37.2041723356
8,21.3190480181,-13.3577027519,-14.0389674828,1.93887590889,42.2719274376
9,20.4220656578,-14.2546851123,-15.4115206814,0.458587771772,47.1597278912
10,19.4127276344,-15.2640231356,-15.7383355639,0.19464651752,52.1055782313
11,19.7004728461,-14.9762779239,-16.0255025574,0.94360814467,57.4751927438
