,Unnamed: 0,Unnamed: 0.1,env_delta,env_max,env_mean,env_std,time
0,0,4.0,15.4629466845,-27.9717068336,-41.5618827058,3.51993541397,10.6057142857
1,1,7.0,9.25473481162,-34.1799187065,-43.813928313,1.68397912173,17.9258049887
2,2,8.0,11.6429794005,-31.7916741176,-43.7325563428,2.0143875607,20.462585034
3,3,9.0,13.4490719001,-29.985581618,-43.3240218194,2.77792114233,22.5059410431
4,4,10.0,13.0722533783,-30.3624001398,-43.8302275924,2.05778617332,24.8221315193
5,5,,,,,,15.6950235291
6,6,,,,,,26.6292232544
7,7,,,,,,12.8176025488
8,8,,,,,,8.23988735279
9,9,,,,,,6.09490080381
10,10,,,,,,3.47906354896
11,11,,,,,,0.994018156845
