,env_delta,env_max,env_mean,env_std,time
0,11.3182464003,-32.9484954036,-39.8300123654,2.26949829904,1.68344671202
1,5.23122683935,-39.0355149646,-43.8569468337,1.22270289022,10.5999092971
2,5.27001336414,-38.9967284398,-43.9526030927,0.909057153628,17.0550566893
3,8.95760744536,-35.3091343586,-43.1470378474,1.78850649966,23.7946485261
4,10.2056599052,-34.0610818987,-42.4070144778,2.60354464109,30.0001814059
5,17.7178675527,-26.5488742512,-43.1699390248,3.27210631435,36.0721995465
6,16.4419007918,-27.8248410121,-43.2294061068,3.24245035685,42.0107029478
7,13.6026501965,-30.6640916074,-41.8330234392,3.66381908816,47.1887528345
8,12.5874503222,-31.6792914817,-42.5811861576,2.91141781299,53.0227664399
9,13.2278495018,-31.0388923021,-39.2438536559,3.71741340244,57.8931519274
