,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,1.0,10.52612070898916,-33.4584031412681,-42.85456101976607,2.3929444017835424,3.163718820861678
1,5.0,7.861722470052435,-36.12280138020483,-44.08548002042877,1.4890037933203408,20.851519274376415
2,,,,,,8.881912442396313
3,,,,,,11.444481018213736
4,,,,,,12.812842879087118
5,,,,,,16.743773315777922
6,,,,,,18.982910906298
7,,,,,,22.913841342988807
8,,,,,,14.927583936800524
9,,,,,,6.543257625630898
10,,,,,,4.950982005705508
11,,,,,,1.2937239411893788
