,env_delta,env_max,env_mean,env_std,time
0,11.2517527115,-30.5684772618,-36.6207488008,2.48453568966,2.15365079365
1,13.173531897,-28.6466980764,-34.5385769461,2.38384988799,7.99346938776
2,10.5880705082,-31.2321594651,-37.2889510476,2.79626498678,14.3557369615
3,9.56716329078,-32.2530666826,-41.5121816305,3.57654986847,15.7315192744
4,5.95612419517,-35.8641057782,-41.3771010244,1.81989762237,19.65569161
5,6.115400946,-35.7048290274,-39.2310804236,2.03505789297,24.9556462585
6,10.7939414045,-31.0262885688,-37.164705476,2.94432513518,30.4007256236
7,9.71013718205,-32.1100927913,-37.0725798894,2.83912080283,36.2405442177
8,16.0164085447,-25.8038214287,-30.8403833172,3.05257275642,41.3779591837
9,12.2551512454,-29.5650787279,-33.297856821,1.64012847343,46.8810884354
10,10.1196546591,-31.7005753143,-34.5000727054,1.51092276877,52.9473015873
11,7.09725697398,-34.7229729994,-38.5079999105,1.93028312659,59.4895238095
12,7.07143693309,-34.7487930403,-37.652525228,1.55032590997,65.6195918367
