,env_delta,env_max,env_mean,env_std,time
0,10.4971728846,-29.6840655661,-36.588016289,3.70295427085,0.156734693878
1,10.829880135,-29.3513583157,-36.4090769546,4.00098680987,6.58866213152
2,12.2654915431,-27.9157469076,-34.9405224584,4.02922969565,13.0728344671
3,11.3185652201,-28.8626732306,-37.7819880297,4.18914154629,19.6092517007
4,12.5593521024,-27.6218863483,-36.9363439255,3.75949035546,32.3453968254
5,14.4691912888,-25.7120471619,-34.5293922162,4.38043972273,38.8353741497
6,10.8393458655,-29.3418925853,-37.2767775259,3.85046635786,45.0525170068
7,15.2126827963,-24.9685556545,-37.7920802056,5.15022580764,50.6136961451
8,16.1781631484,-24.0030753023,-35.788000423,5.4310233014,56.7611791383
9,17.6481875502,-22.5330509005,-36.8232816595,5.22996132384,63.7678004535
