,env_delta,env_max,env_mean,env_std,time
0,9.98910737783,-29.4847226968,-31.4747138701,0.865705442822,2.04335600907
1,7.37805636291,-32.0957737118,-34.0368053781,1.48550063255,11.5983673469
2,9.08736692039,-30.3864631543,-32.3990001689,1.63614648856,22.5814058957
3,8.06469603269,-31.409134042,-33.4943441838,1.55567909421,34.4874376417
4,9.22960416575,-30.2442259089,-32.2427031901,1.37755746537,44.43138322
5,7.66338805657,-31.8104420181,-34.0208025401,1.77435915548,58.3285260771
6,9.49663642444,-29.9771936502,-32.5621860568,2.20501153977,69.9501133787
7,9.45948534144,-30.0143447332,-33.8737916696,2.97491817846,81.2408163265
8,10.3702185029,-29.1036115718,-31.2032616033,2.02924807515,92.5953741497
9,9.1970189156,-30.2768111591,-33.0549736512,2.39011123953,103.497142857
