,env_delta,env_max,env_mean,env_std,time
0,9.57304528508,-24.7235675002,-26.8229061553,1.24397646293,0.51664399093
1,9.83609070608,-24.4605220792,-26.8787812813,1.21804415067,3.61070294785
2,5.58637400214,-28.7102387831,-34.3857774193,2.77608481222,6.86149659864
3,2.67718869001,-31.6194240953,-36.268495378,2.38244821552,9.91492063492
4,9.58663414317,-24.7099786421,-28.4792241132,2.0062494264,16.1726984127
5,7.25962176024,-27.036991025,-29.6014596176,1.7758060432,19.1274376417
6,9.2449455155,-25.0516672698,-27.3015022645,1.23990257985,21.9602721088
7,4.67210936781,-29.6245034175,-32.4391002581,1.8632058102,25.0311111111
8,12.47801397,-21.8185988153,-24.7497226871,1.82507972864,28.2238548753
9,12.7486153602,-21.5479974251,-23.06182676,0.975831884556,31.4107936508
10,11.1203027221,-23.1763100632,-25.4613706221,1.49869331086,34.7834920635
