,Unnamed: 0,env_delta,env_max,env_mean,env_std,time
0,0.0,3.4133008623763597,-32.65035890684164,-35.425300742552906,2.075679557953644,3.01859410430839
1,1.0,7.23893766422437,-28.82472210499363,-33.416553280188474,1.5359559638992133,5.880453514739228
2,2.0,3.971527775396368,-32.09213199382163,-35.49922451610776,2.64382602385139,8.713287981859411
3,3.0,4.806988509818583,-31.256671259399408,-33.741131892309454,1.3310169403884595,11.488072562358274
4,4.0,5.262214058743074,-30.80144571047493,-33.6721329905456,1.39851129364849,14.495056689342404
5,5.0,8.609202649334069,-27.45445711988393,-31.232178360311107,1.423859582707711,17.351111111111113
6,6.0,6.851368179147152,-29.212291590070855,-32.20535427176388,2.264716782645646,20.294240362811788
7,7.0,7.1013391422808265,-28.96232062693717,-32.425787088121446,1.6164657131424995,23.25478458049887
8,8.0,10.577403861854952,-25.48625590736305,-29.369532397571675,2.7460027335042247,26.157278911564628
9,9.0,11.312403450204268,-24.75125631901373,-30.157104934085947,1.613417848017145,29.019138321995467
10,10.0,10.74801962099851,-25.31564014821949,-27.955976039708123,1.9270649872333792,32.01451247165532
11,11.0,13.146938197640221,-22.916721571577774,-26.45615451307898,2.8829926357978297,34.992471655328806
12,,,,,,0.379407139199766
