,env_delta,env_max,env_mean,env_std,time
0,19.4790646355,-23.9947756083,-37.7220079434,4.9045863009,1.56154195011
1,16.3243703199,-27.1494699238,-39.2716377431,4.07434885134,5.2883446712
2,19.5635152522,-23.9103249916,-40.0815395781,4.27402715442,8.91646258503
3,17.5414196234,-25.9324206203,-42.0268917146,3.31008580464,12.353015873
4,13.9201367284,-29.5537035154,-42.9257347452,2.49880888466,15.9927437642
5,16.2020702183,-27.2717700255,-42.007636971,3.48253283085,19.4292970522
6,19.2716758314,-24.2021644124,-40.7196985928,4.60939855534,22.8716553288
7,19.5409846188,-23.932855625,-41.7251821306,3.75084228162,26.4126984127
8,15.5730120331,-27.9008282107,-42.7321740165,3.70922594917,29.8724716553
9,17.5203130141,-25.9535272296,-42.5879734904,3.85820230202,32.9142857143
