,env_delta,env_max,env_mean,env_std,time
0,16.3730399978,-23.6344513789,-27.7709485172,2.10761934585,2.46712018141
1,21.4822827152,-18.5252086615,-21.7226252678,1.45961041171,10.0774603175
2,23.7152264139,-16.2922649628,-22.2245932353,2.71189137824,17.972244898
3,20.1550114849,-19.8524798918,-25.9685556727,3.14050245884,25.3445804989
4,19.9317500619,-20.0757413148,-22.8681673643,2.34588614292,33.2161451247
5,18.0193649825,-21.9881263942,-25.1533859815,1.82572750174,40.7452154195
6,21.9837620542,-18.0237293224,-21.8726894918,2.11131677662,47.6183219955
7,24.1068530174,-15.9006383593,-20.8013837204,2.3965420142,54.4565986395
8,20.0556256029,-19.9518657738,-23.1067989444,2.567833326,61.2890702948
9,31.5348753866,-8.47261599004,-14.7795232638,3.10771027653,70.1416780045
10,20.1818388166,-19.8256525601,-24.0541779539,3.2509421018,76.8812698413
11,25.2765873918,-14.7309039848,-20.8403931881,4.66733179856,83.5337868481
