,env_delta,env_max,env_mean,env_std,time
0,20.8321882114,-23.3881082075,-42.2838501169,3.8942584038,2.69351473923
1,23.5368381962,-20.6834582227,-41.994933292,5.23998051229,8.81197278912
2,18.0498888695,-26.1704075494,-43.1718130076,2.97172497941,13.7287981859
3,12.0920573148,-32.1282391041,-43.1556002516,2.82942513559,19.5512018141
4,16.5788632053,-27.6414332136,-43.6672230531,2.8722633332,25.222675737
5,17.8055694397,-26.4147269792,-43.2038882045,3.3362323877,30.4413605442
6,22.1172271467,-22.1030692722,-42.3533706748,4.91385296586,36.269569161
7,18.0132889715,-26.2070074474,-43.2069904265,3.36252974167,42.231292517
8,25.7721026666,-18.4481937523,-41.6936062474,6.05999940772,47.9956462585
9,15.769854318,-28.4504421009,-43.616013079,2.6233162136,53.4755555556
