,env_delta,env_max,env_mean,env_std,time
0,14.8165674566,-24.8854490994,-34.2568268985,3.92021812115,0.0754648526077
1,14.628002571,-25.074013985,-34.1765183857,3.71595012027,8.6146031746
2,15.4577101441,-24.2443064119,-32.9448863771,4.16372612873,19.1796825397
3,10.1167710959,-29.5852454601,-38.2365573218,2.79293999201,19.9343310658
4,13.0022414376,-26.6997751184,-33.7941280184,2.79317416153,28.3167346939
5,11.2450525274,-28.4569640286,-38.2200004683,3.85303660166,29.3035827664
6,14.8558872881,-24.8461292679,-32.6311289921,3.77387998504,36.6933333333
7,11.0256007517,-28.6764158043,-38.1340696882,3.36746411071,37.523446712
8,17.3310986307,-22.3709179253,-31.3192164259,4.01087759197,45.8884353741
9,18.6195323113,-21.0824842447,-31.1076903049,4.1981513131,53.4058956916
10,15.277613033,-24.424403523,-32.3394682853,4.15235699598,60.6911564626
11,21.7486807858,-17.9533357702,-31.4410815549,6.82374147232,68.9400453515
12,11.2001056311,-28.5019109249,-36.1457807938,3.71642282798,86.1344217687
13,8.69705252212,-31.0049640339,-37.5266810784,2.87873281166,95.7358730159
