,env_delta,env_max,env_mean,env_std,time
0,11.381025756,-18.3488495501,-19.1184331892,0.740201451013,1.08553287982
1,11.0596855827,-18.6701897234,-19.2738448842,0.351505928842,3.63972789116
2,11.0334731534,-18.6964021527,-19.3793174929,0.388138747214,6.2693877551
3,11.2494611109,-18.4804141952,-19.3839136494,0.812791925426,8.81197278912
4,6.00404459794,-23.7258307082,-24.346430172,0.582246865738,11.4126077098
5,8.97317896814,-20.756696338,-21.7185361665,0.591861968461,14.140952381
6,9.76714324295,-19.9627320632,-20.3964392317,0.314188434617,16.6893424036
7,6.44948095784,-23.2803943483,-23.8973213198,0.233491168523,19.2899773243
8,8.51424930823,-21.2156259979,-22.1721299187,0.423838665005,21.9892970522
9,7.64669035183,-22.0831849543,-23.2441083589,0.921432023443,27.0802721088
10,6.23805161589,-23.4918236902,-24.4423119758,0.621073565833,29.878276644
