,env_delta,env_max,env_mean,env_std,time
0,10.1426899892,-34.0014085227,-41.5510774082,2.90385528103,2.21750566893
1,15.9477226543,-28.1963758576,-40.1875328948,4.80307543156,7.69160997732
2,16.3350915162,-27.8090069958,-41.4025763452,4.54106539798,12.8638548753
3,11.9788080028,-32.1652905091,-42.7632321981,3.40445261571,18.8197732426
4,13.6428472332,-30.5012512787,-43.2845146137,3.18538439709,24.259047619
5,19.0806928476,-25.0634056643,-40.8797514092,5.27613596876,28.7288888889
6,18.6884321085,-25.4556664034,-42.6479105894,4.36666837815,33.3728798186
7,19.7117929615,-24.4323055505,-42.1108391591,4.52048545725,38.005260771
8,16.7056188761,-27.4384796358,-42.0857556345,4.07967843872,43.0323809524
9,16.008523785,-28.135574727,-42.4447227128,4.41096282038,48.1291609977
10,9.75554429607,-34.3885542159,-43.6699938963,2.39455772689,52.6744671202
11,4.29586074745,-39.8482377645,-44.5316052683,0.609478606318,57.5332426304
